musicname & artist,length,rms_mean,rms_var,bpm,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,chroma_frequencies_mean,chroma_frequencies_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Daydream - Waysons,1323000,0.19459563,0.008548496,129.1992188,0.120479214,0.105963973,3.32E-06,0.0302054,0.000217545,0.005751833,2550.44907,470772.6753,2391.624293,391106.191,5320.992825,2879498.375,0.34446707,0.09022117,-53.912346,8768.927,82.38009,1193.6572,-24.434908,864.5776,12.188425,257.85498,-5.9707546,229.73749,3.625892,188.91876,-6.4573255,129.16411,4.149641,127.66312,-3.5285108,126.06161,4.671274,161.87462,-3.9682384,186.63005,-0.77828735,144.18027,-5.884292,198.25044,-0.39377975,148.39566,-3.1415694,75.21606,2.0627325,112.5681,-3.2213714,94.370346,3.032154,77.39724,-6.6837006,53.374714,-4.2164745,92.44853
Defeat The Night (feat. Ashley Apollodor) - JPB,1323000,0.20335093,0.003476238,172.265625,0.115979592,0.102528326,-6.73E-06,0.030983265,-0.000100067,0.005008611,2269.147033,1527287.959,2337.150537,658791.122,4716.154815,6713104.28,0.3233192,0.08900162,-91.71534,9833.973,102.88387,2590.249,3.674363,617.27875,27.718006,469.9512,3.9783134,295.11093,-6.423689,213.72227,14.101939,280.3549,-2.8949952,142.98775,5.5409884,79.130554,-1.3607506,112.589035,-9.741618,100.619995,4.9470844,88.854515,-8.580192,84.21801,5.0883307,116.357346,-4.7195945,77.58942,-1.346172,92.86665,-7.0751114,52.25705,3.531591,106.45689,-6.96886,100.94398,15.880953,146.92853
Electro-Light - The Ways (feat. Aloma Steele) ,1323000,0.10459787,0.004682405,172.265625,0.070725624,0.06572351,-1.71E-06,0.007863451,-1.64E-06,0.005403173,1747.589468,914073.9723,1998.771475,709938.3837,3664.161177,4526576.822,0.38827926,0.09725459,-197.64536,8165.333,118.82203,1755.4574,2.2331278,748.3215,15.003674,489.51437,6.5906873,274.39566,-5.686119,232.70573,-0.89196134,263.24133,2.5024097,195.90779,4.981152,129.27882,7.740782,184.12886,-7.826589,122.9894,5.2279043,125.86295,0.5157689,120.802864,3.3131924,123.46707,1.5132153,84.71611,-1.3032707,89.81412,1.9296212,88.04065,-3.5393364,67.46574,-9.925385,99.91699,-2.0997412,78.75735
Far Away - Different Heaven,1323000,0.21945304,0.009344514,129.1992188,0.113205593,0.100390087,2.07E-05,0.03620468,0.000166955,0.008956902,2627.161165,792146.4026,2514.950465,303799.6839,5457.954496,3178279.216,0.388978,0.08693165,-54.24356,4764.688,75.01324,1576.2627,-10.05028,588.1025,25.265871,233.33002,-3.315119,203.60101,6.0440536,240.12016,0.445061,178.67493,10.585594,152.65485,-0.34094578,115.163895,4.686224,170.31427,3.7009845,141.43875,2.914209,118.94624,-2.081702,120.41512,4.8389444,106.35305,-0.83094865,98.15594,2.8228855,88.78955,1.0257579,65.981544,5.072537,71.07065,-1.3173113,78.84531,1.3207408,106.77561
Happy Accidents - Inukshuk,1323000,0.16167518,0.008115377,184.5703125,0.162637944,0.136186843,6.87E-06,0.022545187,-4.77E-06,0.004226212,3214.834187,476501.3357,2669.865376,153066.8375,6444.252699,1788142.697,0.38008058,0.086677164,-65.03914,8746.688,50.24526,580.0728,-9.6324835,175.48074,32.16307,85.65612,4.624305,99.73787,10.973324,78.417786,-5.6100554,113.14557,6.107133,46.37549,-3.3299613,60.946533,5.686212,71.24033,-2.8704393,84.762215,3.9317942,73.744255,-6.7160993,101.5466,-0.37265942,58.09219,-3.5167036,48.477154,0.2865443,53.30106,-7.9400215,61.71107,3.9910643,42.515656,-4.604009,50.181725,-3.4467618,89.98347
Hellcat - Desmeon,1323000,0.33061823,0.014063759,172.265625,0.125502646,0.109751731,1.98E-05,0.06274749,-8.48E-05,0.024079993,2750.240256,435353.4983,2570.529526,147111.1615,5696.719719,1686146.896,0.3962557,0.09073962,14.269908,5199.2246,71.61161,1021.738,-10.186774,309.50546,24.699318,169.68805,-5.181234,178.08643,12.319791,124.00943,-0.13843298,122.22302,8.921629,106.71211,-2.0531564,112.021355,3.8559875,118.1102,-3.649438,82.31497,3.3865206,64.163155,-2.5189624,68.66935,3.9820228,68.85076,-5.416844,57.84315,0.6741573,48.559082,-5.438816,47.90043,2.0171578,59.986565,-1.2214705,65.97382,4.3465514,64.90047
Hit 'Em - Desembra,1323000,0.22023761,0.012639415,143.5546875,0.163297808,0.136631634,5.85E-07,0.029467242,2.81E-06,0.013963888,3015.836361,925043.8623,2454.854752,381012.2286,5772.477595,3392356.618,0.5627,0.07378729,-39.29309,12704.092,59.05169,2105.2422,-17.69166,1574.8466,23.738054,754.4046,-6.476989,253.68597,7.5282507,319.92966,-4.460013,146.32373,5.1573625,146.16241,-3.8453856,83.35821,3.0742686,119.08848,-2.9732473,73.46205,4.179656,101.22506,-2.5448844,78.16625,2.816749,62.10666,-3.4223588,41.731903,0.19010699,61.334763,-4.171429,48.25879,1.508253,58.284412,-4.7931647,45.767197,2.0767448,48.640076
Immortality (feat. Kristel Aaslaid) - Cartoon,1323000,0.23299211,0.007798939,151.9990809,0.075424792,0.069735893,2.34E-05,0.048160635,3.13E-05,0.004702305,2035.892638,429715.7307,2340.779945,221772.732,4309.632274,2634191.345,0.3741127,0.082472876,-61.05656,3869.9094,104.94405,1031.7849,-6.4661365,290.1525,25.585855,201.84163,10.323849,192.59114,3.8569987,157.2563,3.8637896,156.35963,8.270954,111.7523,0.6166496,89.52403,7.83624,120.73868,-5.937415,71.19575,7.5784736,88.74486,-4.7662663,58.960854,5.202172,68.609825,1.7119358,62.39198,2.855532,114.81672,-1.8566815,63.8524,1.9957018,68.33522,-6.450038,62.96899,4.658417,47.419216
Jumbo - Alex Skrindo,1323000,0.13171797,0.013081175,129.1992188,0.091750567,0.0833324,2.77E-05,0.02205839,9.93E-05,0.003725319,2156.406424,778023.3234,2108.641244,586245.9631,4461.335523,4476294.705,0.32238907,0.08499441,-135.14339,14301.207,93.57992,1191.6295,-18.88057,639.9474,1.4177144,278.917,-3.6204445,138.2143,1.8035579,206.62236,-10.256729,120.28648,-7.0807834,158.65855,-7.9486113,72.16561,-2.455226,95.970924,-7.362901,70.781204,0.7132542,99.24922,-4.0997825,64.64807,-1.2200224,77.74487,-4.0128403,54.4706,0.7204222,67.13932,0.59221965,49.457375,6.046755,62.44898,3.044947,67.44206,5.576676,87.97516
Levitate (feat. Joe Erickson) - JPB,1323838,0.2445823,0.010783506,135.9991776,0.084408364,0.077283592,8.29E-05,0.04515099,0.000176739,0.012264228,2101.227567,1036104.034,2261.669487,609592.4776,4576.588387,5031479.573,0.32161352,0.08864555,-62.78366,7227.176,107.30476,1995.5402,-6.041524,426.5731,7.538845,215.67458,0.008712403,252.75638,-0.76165247,158.75865,-9.75806,166.3586,0.894459,91.44897,-5.423864,85.56538,1.9284568,69.471,-4.553358,88.97553,-2.7552366,79.090126,-5.821025,79.54814,-2.125378,112.21232,-5.4540515,52.99762,1.6379782,71.566956,-7.853129,82.67588,-0.42610157,56.59045,-3.0397656,48.71065,-2.9020867,115.518684
Lost (feat. Savoi) - Kontinuum,1323000,0.3544842,0.005644214,123.046875,0.106943311,0.095506439,0.000805266,0.07745387,0.003724271,0.023416545,2767.741875,554229.0841,2833.515748,123784.7474,6200.895837,2425799.81,0.40247267,0.07959875,19.574265,5485.2075,78.1061,782.9054,1.5661067,211.8158,9.766596,179.58672,7.241223,124.49595,10.354715,106.24081,-3.6267407,78.855515,5.553016,80.77628,0.34693092,61.291374,6.5811453,51.167133,-1.620059,46.93855,6.099641,41.06792,-1.7183783,40.514866,1.4720303,41.993126,-4.1642447,37.6581,4.8103194,53.568897,-2.0026436,58.305775,7.001412,62.725796,0.23365884,49.89123,5.0492597,48.31602
Lune - Y&V,1323000,0.103460096,0.002019132,99.38401442,0.06389418,0.059811714,1.50E-05,0.010177502,5.59E-05,0.000725605,1276.640962,116891.0012,1558.542743,127233.7423,2535.909666,812575.6673,0.4015104,0.07750424,-172.90504,2908.0422,161.55553,867.2173,-20.924192,408.72287,19.760412,414.90387,-1.2030197,254.27289,-3.1707053,241.0975,-7.9787955,81.15894,-0.8619808,87.42002,-0.30174878,46.684025,11.860401,61.955406,-3.0983026,71.192665,-0.6618591,53.7861,-2.899243,57.761852,1.4024273,47.82085,-1.7767191,29.149399,-4.7712193,51.576057,-1.6877105,36.589428,6.729376,51.793972,-9.461435,51.82584,-6.4415016,46.823044
MIKO - Phantom Sage,1323000,0.26257968,0.017812049,161.4990234,0.169184429,0.140561058,1.85E-05,0.059012033,7.10E-05,0.012979462,3398.640175,885198.4025,2838.49073,215282.2118,6825.546227,2784563.316,0.39381823,0.09111793,-30.848848,7908.627,44.37429,1443.5079,-11.248636,951.64514,-4.1320853,726.3199,-17.818184,589.30774,-4.9726315,463.3458,-6.2231016,365.64746,-2.9764512,273.665,-8.817355,251.67627,2.915587,154.15466,-11.051233,165.91328,9.833226,80.895515,-4.4752264,84.4762,-0.68548733,116.355515,1.4772625,104.56364,0.629188,136.33163,-2.8543434,55.416737,5.362231,54.75561,4.116425,50.35157,6.3268127,89.044624
OMG - Different Heaven,1323000,0.21638896,0.017463055,129.1992188,0.121821618,0.106981111,-5.90E-07,0.04075198,0.000146171,0.013379991,2972.91018,1852036.803,2740.039707,373256.0474,6130.371264,5741637.216,0.49880302,0.08901158,-108.34813,12108.268,53.17295,2021.5063,5.427443,411.51892,20.198654,200.6771,10.570721,219.31349,18.518967,197.70728,6.9405704,186.4215,18.921383,245.75348,6.793386,202.93893,7.706835,134.56497,-0.26573575,106.71972,9.036389,96.43435,0.37282988,101.90842,8.971076,131.58653,0.46822828,91.42951,2.8440647,97.48742,-2.9735923,75.63303,0.52873576,70.69029,-0.872291,81.39548,2.6469836,70.171646
One Day - Sex Whales & Phantom Sage,1323000,0.18532509,0.006357445,135.9991776,0.129883598,0.113013849,0.000117609,0.028398514,0.000214789,0.004947157,2478.544417,879982.9317,2348.395461,260541.5824,4911.220303,3203008.408,0.36809272,0.08182388,-70.35354,4157.318,90.4824,1822.6954,-5.54009,363.62726,36.716206,195.59163,-3.2255988,161.67142,9.105132,118.75318,6.62578,139.10838,0.21178727,95.47619,-2.159301,70.7921,5.0631423,104.44064,-9.142696,66.74674,5.8166695,80.0288,-9.414278,73.94386,-5.2072835,97.47539,1.3551894,126.81372,-3.0043821,105.209145,-0.1766349,68.72562,0.07407627,81.205025,-4.004259,71.90491,5.5818076,103.351875
Our Story - Killabyte,1323000,0.1750752,0.006863489,143.5546875,0.087598639,0.079925118,-1.07E-05,0.028470645,1.78E-05,0.003193077,2192.221583,360017.3119,2348.802232,199134.0858,4652.826032,2117036.087,0.33413416,0.0873768,-90.05494,6516.079,93.98319,724.3185,-9.826995,455.4915,23.593178,191.79935,-1.4105655,59.146393,0.54406965,129.0971,-9.636835,54.612587,5.468951,70.088936,-1.8340483,54.859467,5.2834954,55.288307,0.5005677,68.03655,3.908284,75.64688,-1.3065999,76.90006,2.7556887,56.029583,-3.6540747,45.461098,3.7164567,65.72827,0.7431718,61.421234,7.2057734,69.6579,3.3206437,53.084866,12.878274,70.95381
Savannah (feat. Philly K) - Diviners,1323000,0.16298155,0.00591599,103.359375,0.121164021,0.106483301,-6.64E-06,0.022779113,-6.98E-05,0.004751809,2513.842738,1218354.057,2346.109441,314175.3324,5012.453024,4163493.937,0.28423405,0.08954609,-96.48098,6122.8965,83.50889,2082.4539,-7.5951014,431.97687,19.314762,289.3045,-14.377992,148.75562,-4.0659533,190.67581,-13.27842,197.52393,-2.3989887,155.50435,-13.594778,118.08877,-6.429587,158.6742,-12.437786,74.24683,-7.5935264,79.73725,-11.894823,76.206474,-6.654489,87.01021,-9.927138,64.93762,-5.3047013,114.05555,-6.1923018,64.90237,0.7813444,105.625786,-5.2960663,93.42301,4.609545,111.61
Stardust (feat. Miyoki) - T & Sugah x NCT,1323000,0.24775644,0.005590943,86.1328125,0.151079365,0.128254391,-1.74E-06,0.040639132,0.000106059,0.010460414,3076.948803,741410.852,2791.416683,164897.2995,6437.286075,2387472.773,0.37661606,0.088110924,-11.67124,6375.7715,61.1484,599.61414,1.5343091,217.94849,20.722542,203.7173,-3.6958113,127.40168,5.72124,132.9234,1.8439873,114.80595,5.1066556,104.80506,-1.0503472,105.171776,0.030292097,64.27875,-8.698856,83.094635,3.1335573,59.06123,-7.166687,67.274635,3.1180923,76.44256,-2.5976646,73.18486,4.846454,99.39851,0.67021143,90.67422,5.4506736,75.708244,0.2307191,80.15557,3.5613406,75.61685
What I Said (feat. Alex Skrindo) - Killercats,1323000,0.17044042,0.003102779,135.9991776,0.085157974,0.077906094,-5.81E-06,0.023673324,-8.35E-05,0.00196691,2365.271605,545530.1648,2612.047619,190372.875,5505.487542,1824174.669,0.38969773,0.08199143,-88.959724,7615.5,86.77043,711.9009,15.851611,253.06543,25.686695,157.70276,-3.5592635,114.70749,31.366884,136.15103,3.2347994,81.88829,16.364016,67.99167,5.622267,49.544693,9.353048,66.90305,-0.6925954,93.966705,0.24064991,55.23337,1.4593105,40.931355,7.7823415,48.34089,-2.2384188,33.055992,1.4823976,33.79417,-4.1010356,34.214603,-0.4083968,35.299774,-6.109505,41.43003,2.4218595,37.879845
Where Was I (feat. Ashley Apollodor) - Sex Whales & Roee Yeger,1323000,0.17571412,0.013873063,92.28515625,0.106486772,0.09514734,-2.52E-06,0.031828195,5.47E-05,0.005501489,1914.370022,926932.6641,1846.007197,628682.0581,3650.690425,3787203.232,0.25512803,0.08939933,-142.13837,16654.064,110.00825,1234.6459,-19.486912,638.5234,7.9960747,327.89633,-1.7989017,188.84193,-5.933519,193.75099,3.4966033,204.34094,-12.320599,167.98186,-4.8339486,68.54464,-0.6847453,99.54747,-9.881644,138.36333,6.411405,125.81852,-5.0748115,177.59259,6.011329,116.58292,-5.80129,137.33089,-3.5810368,128.58899,-6.135382,132.28474,5.2485585,198.61465,-0.27069998,92.88206,5.8326316,117.93897
Which Direction - Anikdote,1323000,0.10068284,0.006249766,99.38401442,0.134354497,0.116303366,-3.97E-06,0.010274543,1.21E-05,0.003224314,2769.646149,1693193.645,2299.310691,584847.6412,5311.197051,5600577.208,0.5308833,0.0747328,-164.10393,13645.429,53.38777,2514.8438,-6.8398995,963.95667,33.22684,562.66595,2.1571934,397.82504,9.535415,305.91327,4.0909405,291.8572,8.733851,224.53108,-1.1159188,88.311356,3.729294,71.184166,3.0465894,74.61176,6.5379996,84.196,2.4979706,64.34317,6.0566716,79.69845,1.9163905,89.26819,8.333374,67.78534,1.4416941,90.33452,5.357982,53.309067,-0.011726167,49.40307,5.243129,78.78616
Wouldn't Change It - Halvorsen,1323000,0.17125456,0.006154523,107.6660156,0.13591232,0.117440162,-6.02E-06,0.016002538,-0.000250448,0.009104199,2866.658793,512874.6825,2810.46596,159385.1547,6266.08711,2079768.074,0.352433,0.081726134,-61.931126,7358.1577,73.87023,570.2541,6.8392344,1044.9973,12.4750395,475.00052,-4.0322347,202.39902,-0.58974814,156.81429,-9.69744,126.63437,1.5118551,70.13723,-8.478725,82.36114,-2.8747234,87.04811,-6.26453,67.24996,-0.48805925,69.63389,-3.3460596,70.839325,5.1633906,77.27469,0.25219107,64.35166,5.762426,61.414185,-4.558219,59.408016,2.3709824,70.70209,-8.242619,55.127357,2.3406737,46.60074
Can't Escape - MIDNIGHT CVLT & The Brig,1323000,0.37278175,0.01749594,129.1992188,0.147331066,0.125624623,-7.72E-06,0.06343709,-0.00048829,0.047820617,3050.323617,898055.6309,2761.539231,149740.3248,6314.499317,2651500.85,0.5527989,0.068229824,38.59751,2516.5051,66.26761,1261.8085,-1.5826038,352.28738,19.627724,218.78708,0.40979478,90.942085,12.749525,64.26102,1.9848835,83.23474,10.484483,48.922977,-0.05334515,60.287098,9.602064,66.37663,-1.352055,59.691322,6.690635,47.487617,-1.0276084,49.509228,6.543815,42.406685,-0.45538074,48.21343,3.9412384,53.8099,-0.56008476,48.75334,3.637018,41.861416,-1.7320179,52.351295,5.0774765,41.743103
Better Days - MIDNIGHT CVLT & Titus1,1323000,0.3119855,0.020927677,129.1992188,0.140219955,0.120558319,-4.53E-06,0.06863903,-0.000120662,0.027049335,3027.707076,1023772.403,2583.124584,267324.2311,5978.193017,3458237.483,0.49725437,0.0850976,4.913246,4950.3247,64.99174,1449.1895,-13.63129,618.44037,22.58797,166.55122,-4.560559,160.67311,10.344217,141.01843,-7.266812,190.54568,-0.18657635,211.07652,-8.5379095,175.46074,6.2790737,49.85455,1.2878531,53.807,4.8721232,118.55295,-2.5292103,72.767075,6.568899,56.83636,-1.8192441,67.66687,2.4300535,139.66219,-2.985209,94.65607,1.5388668,103.81219,-3.314101,101.910675,1.1903218,67.74717
To The Back (feat. Purple Velvet Curtains) - Dirty Palm,1323000,0.2758809,0.01899869,129.1992188,0.087564626,0.079897062,-1.68E-05,0.062823445,-0.000438868,0.014479712,2555.002004,672636.2798,2673.423724,157647.3013,5701.603023,2399007.705,0.51356447,0.07575223,-44.46812,5998.0254,72.79435,725.70605,1.6599127,467.59418,29.202826,250.372,7.3411727,199.75957,18.38425,150.4434,3.8695579,154.2927,12.693653,125.84534,2.4862669,106.2253,7.062829,70.36671,0.2794473,110.88707,8.87659,80.94247,1.3275713,78.81533,7.384147,68.047295,1.091195,64.756454,4.2875676,51.62993,-3.7860384,58.82424,0.30303925,53.131565,-3.148622,37.236217,5.2435083,38.054363
Champion - More Plastic,1323000,0.2908427,0.016294261,99.38401442,0.100281935,0.090225469,-0.000113052,0.08387774,-0.000615959,0.00719445,2912.179748,385637.6545,2818.854082,87237.11256,6360.515705,1277847.757,0.5587768,0.07733448,-32.98567,7422.512,61.973877,720.711,-4.708486,299.55777,15.334943,163.0134,-1.4918785,146.70352,8.306207,121.17342,0.28213975,88.99417,11.809125,80.06657,-1.6966056,73.85313,8.0106,79.802925,1.7778986,84.71108,5.65858,56.399117,-2.2501297,79.86764,2.7133389,100.49024,-0.8486338,55.484035,7.1884594,52.355686,0.6978935,47.808556,5.758677,56.214203,4.104546,41.00729,8.422389,74.044556
Stockholm Lights - Diviners,1323000,0.17358635,0.008540688,117.4538352,0.109706727,0.097671161,1.77E-06,0.019612215,1.92E-05,0.009692345,2674.560787,1817797.125,2665.265358,814088.8696,5864.660371,7785599.479,0.32683325,0.08985181,-122.06876,14618.277,84.93912,2232.0042,32.890488,510.62515,13.884223,459.17014,5.602861,363.97394,8.006133,148.49937,-13.645684,122.23766,-6.0196314,253.68924,-8.592079,173.67686,0.12728947,147.17572,-7.538384,95.008804,1.6114005,96.948906,-1.9290742,100.506454,-3.2620144,107.49232,-1.0346531,69.84172,4.7350607,111.69108,-8.2957945,83.410416,0.7657596,69.37869,-3.5344949,71.17196,-4.706824,65.59112
The Labyrinth - NIVIRO,1323000,0.22785635,0.015331838,135.9991776,0.127232048,0.111044054,2.94E-05,0.044514738,0.000202737,0.008409541,3012.841957,716892.1086,2828.262428,278895.9409,6510.79813,3073098.286,0.33157563,0.095642045,-48.980267,8513.808,61.55567,668.3836,-4.5458164,881.3371,5.688979,379.0771,-10.614582,304.70917,-5.6669693,277.27823,-3.3050685,197.38739,-5.5852737,250.63177,-9.957784,201.76128,3.480604,216.36562,-9.106865,161.57684,3.7640483,96.690384,-5.3799095,90.07566,4.5911007,86.701515,-0.0686302,114.18708,5.1652827,103.63441,-0.8581052,80.70719,2.9278314,102.9937,-0.18958767,96.99901,6.9300623,87.81827
LOVE ME - Jonny Koch & Annie Sollange,1323000,0.1700421,0.015011046,112.3471467,0.093546485,0.08479554,-3.83E-06,0.01769608,-5.74E-06,0.014712144,2249.008417,816376.5888,2386.524823,420173.8343,4844.095708,4218225.04,0.3912294,0.09238759,-123.95581,7909.9985,89.49792,1337.1709,-6.425163,1481.5878,15.248275,665.7758,6.9770083,388.88394,1.2144947,393.69272,-1.2438653,197.911,4.1766195,129.47429,-12.468987,194.88464,8.158947,156.24524,-4.4481454,108.3174,1.4418035,108.91003,-0.44670534,88.84011,2.49205,97.53008,-0.39484063,89.79324,6.1706247,69.40053,-2.226374,69.58466,1.8642836,66.08237,-1.6000719,54.84861,1.0049922,69.35011
Sorry (I Had To Leave) - Olly Walker,1323000,0.29664198,0.020281231,129.1992188,0.086086924,0.078675965,-5.13E-05,0.07693192,-0.002383114,0.011710943,2335.546373,590655.7054,2457.033556,329371.6127,5062.569387,3239524.739,0.4936817,0.08565425,-29.757713,4645.943,90.6731,1171.2622,-12.601821,686.1422,19.196758,347.69775,-4.313787,374.6816,4.62717,293.06042,1.952071,289.1016,2.742375,211.52446,-3.5703719,145.75288,5.8458023,216.78233,-9.767842,123.64534,1.0679661,153.17154,-4.1288724,101.8559,-2.3271506,128.77779,-3.2910867,77.04281,4.1895323,140.02496,-1.7817519,84.830795,2.515033,108.469185,-2.780001,72.06391,1.2896941,77.820625
Illuminati - Fareoh,1323000,0.2760508,0.018558718,135.9991776,0.113241875,0.100418152,-6.90E-05,0.0486942,-1.64E-05,0.021131624,2424.748981,909113.3332,2326.864655,535685.7086,5017.832158,4552052.096,0.41021353,0.08293401,-21.13864,7187.9644,94.33962,2878.2463,-13.458862,677.4276,10.580532,190.26826,-12.012507,337.5017,-6.760145,287.2467,-1.7439718,127.7747,5.3796716,94.16331,-12.460834,236.09587,3.8699982,140.69255,2.154902,133.56853,6.4881053,155.79321,-0.39636207,40.616714,3.4006798,54.63669,-5.3204055,34.17273,0.301025,50.56183,-3.5347848,41.45813,1.7049961,32.809143,-2.0475214,42.51456,6.0359416,59.11871
Shadows (Feat. Svniivan) - ROY KNOX x WTCHOUT,1323000,0.19301675,0.013128667,117.4538352,0.083954649,0.076906266,-1.60E-05,0.038162503,-0.000659102,0.003868394,2131.396011,1002959.815,2392.158166,381719.2844,4707.934032,4286507.258,0.32838452,0.08898442,-111.676834,7479.5874,96.58697,1075.9749,0.20551275,832.0423,13.878754,447.45868,3.5954008,186.36736,-0.41199976,261.5066,-11.793262,150.51059,-0.81613564,153.14441,-10.440303,129.2207,-2.3556724,208.24017,-7.2076917,118.599495,-7.5225,152.11745,-13.341079,156.29315,-8.617649,200.76944,-7.7138376,114.971725,-9.246282,118.114044,-11.476047,103.181984,-3.932021,114.69821,-8.041698,102.01929,-0.97821236,100.0149
Real Love - Levianth & Acejax,1324389,0.25123605,0.010867863,161.4990234,0.114090347,0.101073739,-1.63E-06,0.042732496,-6.27E-05,0.011272838,2416.208883,479159.8173,2334.202263,210917.7572,4942.253004,2348621.256,0.44173524,0.080683,-13.47072,4529.1587,91.21676,1344.7354,-21.902676,625.5031,24.478195,301.19543,0.1784331,120.90846,9.911378,124.96857,-3.7593286,76.8998,8.882233,58.093338,-5.7726755,62.74706,0.8423901,67.4316,-0.6668809,46.03484,0.27140194,47.740414,-3.5237455,43.725883,3.7531648,40.19579,-0.629702,43.606525,4.4990635,44.32877,-3.3485417,49.622753,3.6501536,53.54011,-4.345377,45.59086,-0.73222214,36.380394
"One, Two - RudeLies & Distrion",1323000,0.27690372,0.018136451,129.1992188,0.103154951,0.092514007,3.35E-05,0.056781426,0.00067686,0.017588131,2933.107754,519539.2594,2915.736418,121636.6675,6583.393524,1697008.679,0.50052726,0.082888216,-25.132748,5205.3623,63.933483,647.735,3.9635146,413.8037,18.735485,172.54791,8.676596,187.62253,13.842968,124.0911,2.6284933,162.25409,8.016744,117.47896,1.4551945,124.873764,8.08379,87.02316,0.24361993,76.735435,4.481198,84.992195,-2.4900262,66.69651,4.0042896,62.02123,-2.0485969,66.097984,2.0865693,79.39528,-2.5847468,80.1516,3.6984656,58.167683,-0.6885825,36.36211,3.15838,44.856876
Illusion - Max Brhon,1323000,0.15763113,0.012774427,107.6660156,0.100332577,0.090265951,-2.53E-05,0.020757623,-0.000113136,0.007450847,2224.229122,702511.9832,2313.472124,230504.9134,4471.243796,3461437.623,0.5139414,0.070037626,-94.41978,12652.882,102.34817,1520.9474,-15.48663,430.16403,10.876433,351.70148,2.4549603,271.8121,4.389076,221.74628,-4.3812027,118.01537,1.7874291,123.89336,-5.286745,73.55592,2.6125624,89.61821,-4.8634505,68.962234,1.6806527,82.59385,-5.126708,58.29245,-0.34145862,67.322975,-4.477059,46.552437,1.6999036,57.338306,-2.4456685,50.647484,0.4243353,47.269188,-4.596339,44.258972,-0.2830343,56.56877
THE LIMIT - THYKIER,1323000,0.325009,0.023468846,123.046875,0.120661376,0.106102208,0.000236277,0.055364892,-0.000828516,0.03485361,2722.319588,682841.5462,2588.779719,190209.0811,5736.177814,2625997.377,0.50137615,0.088930175,-1.0909767,5869.755,72.52319,1122.1874,-6.260096,515.20953,25.103752,266.74097,-4.668183,291.3837,12.599767,124.818085,-3.7139318,164.5523,9.8016615,143.6203,-2.7210617,144.48732,6.81772,153.92378,-0.39884868,139.72832,4.1052446,81.72098,-3.6766634,80.09724,2.2829652,87.801605,-1.0189134,61.222244,2.3221314,58.611805,-2.5023723,48.635532,3.702151,55.301796,-0.124706894,45.02285,5.6197176,34.90279
I Feel Crazy - Aeden & Joell?,1323000,0.26018044,0.021074725,129.1992188,0.074723356,0.069139776,-9.45E-05,0.060201358,-0.000213678,0.014931468,1975.806882,1115429.25,2376.645095,556940.715,4429.181551,6144181.968,0.40476295,0.08517787,-82.82215,6563.799,114.68912,2271.396,15.258236,764.2901,11.999844,284.33298,4.429252,269.17667,4.0272336,194.59558,-0.33887088,158.31334,4.433088,101.74803,2.3393528,99.20693,1.7788917,113.35009,-5.2629,99.01848,4.336028,72.30528,-3.8797374,71.115425,2.281529,53.75878,-3.0137284,60.070747,5.9767876,58.662975,0.5188224,54.426052,7.8760123,91.00873,2.575918,54.735626,3.8099496,54.65778
Save Myself (with xo sad) - Mendum,1323000,0.24645533,0.00641465,161.4990234,0.104213908,0.093353369,-0.004529411,0.040691268,-0.002984255,0.012284022,2309.86218,636216.2043,2535.104361,213505.4341,5311.838713,2812911.397,0.36485034,0.08269403,-41.372158,3945.4016,98.27172,866.5261,5.121078,369.0769,16.147274,390.21133,1.8476453,121.773315,11.4880495,130.8989,-8.679024,129.56693,14.180307,126.27858,-8.061251,112.53896,9.677371,78.645485,-2.6203113,62.78676,6.061697,54.28581,-1.261959,61.77755,1.7641976,59.299168,-4.34049,52.324776,1.1851506,43.779552,-3.4822676,56.5069,3.8753266,71.39799,-6.573313,55.969753,-1.4836377,85.97197
